SEVIGNY, ALEXANDER J,FALSE
SEVIGNY, EUGENE,FALSE
SEYMOUR, ORRIN S,FALSE
SEYMOUR, WILMARTH Y,FALSE
SILVA, FRANK,FALSE
SILVA, LOUIS,FALSE
SILVERIA, HENRY M,FALSE
SIMMONS, ALBERT,TRUE
SIMMONS, FEDERICK C,FALSE
SIMMONS, JOSEPH A,FALSE
SIMMONS, WILFRED C,FALSE
SLOCUM, HENRY,FALSE
SLOCUM, WILLIAM H,FALSE
SMALL, CLAYTON B,FALSE
SMITH, JOHN B,FALSE
SMITH, LEWIS B,FALSE
SMUS, JOSEPH P,FALSE
SOURATY, ALEXANDER A,FALSE
SOUSA, MANUEL,FALSE
SPEAR, WALDO W,FALSE
SPLAIN, MICHAEL R,FALSE
STEVENS, WALTER L,TRUE
STUART, ALBERT O,TRUE
STUART, LAWRENCE W,FALSE
STRONG, GEORGE L,FALSE
SULLIVAN, EDWARD,FALSE
SULLIVAN, HENRY A,FALSE
SULLIVAN, JOHN H,FALSE
SUNDERLAND, HENRY H,FALSE
SUNDERLAND, RALPH H,FALSE
SYLVARIA, HARRY M,FALSE
TANNER, HERMAN M,FALSE
TATORA, DOMINIC,TRUE
TATORA, FELENCE,FALSE
TAVARES, JESSE M,FALSE
TAVARES, LOUIS M SR,FALSE
TURNER, WILLIAM B,TRUE
URBAN, FRANK,FALSE
URBAN, LAWRENCE,FALSE
VIALL, WILLIAM K,FALSE
VICTORY, THOMAS,FALSE
VIERA, JOHN,FALSE
VINCENT, DAMASE,FALSE
VINCENT, WILFRED O,FALSE
VITTORIA, MARCOCCIA,FALSE
VITULLO, ANGELO,FALSE
VITULLO, GIOVANNI,FALSE
VITULLO, JOHN,FALSE
VITULLO, NICHOLAS A,FALSE
WALSH, DAVID A,FALSE
WARNER, CHARLES T,FALSE
WATTS, HENRY,FALSE
WATTS, THOMAS J,FALSE
WELLS, MAURICE C,FALSE
WHEELER, ROBERT P,FALSE
WHORF, JOHN A,FALSE
WIGHTMAN, FRANK A,FALSE
WILBOUR, GEORGE G,FALSE
WILCOX, PAUL A,FALSE
WILMARTH, HOWARD M,FALSE
YOST, CARL F,FALSE
YOST, HENRY E,FALSE
